moviename,theater,numberofkids,other,starttime,date,mpaa_rating,theater_chain,actress,zip,state,distanceconstraints,city,genre,video_format,critic_rating,actor,price,
the perfect match,regal mayfaire stadium 16 imax,,george on the riverwak,8pm,saturday,,,,,nc,,wilmington,date night:,,good,,,
the perfect match,regal mayfaire stadium 16 imax,,purchase,8pm,saturday,,,,,nc,,wilmington,date night:,,good,,,
the perfect match,regal mayfaire stadium 16 imax,,george on the riverwak,after dinner,saturday,,,,,nc,,wilmington,date night:,,good,,,
the perfect match,regal mayfaire stadium 16 imax,,purchase,after dinner,saturday,,,,,nc,,wilmington,date night:,,good,,,
the perfect match,regal mayfaire stadium 16 imax,,george on the riverwak,8,saturday,,,,,nc,,wilmington,date night:,,good,,,
star wars the force awakens,regal lloyd center century 16,,japanese restaurant,midnight,tonight,,,,97232,oregon,downtown,seattle,,,,,,
star wars the force awakens,regal lloyd center century 16,,japanese restaurant,midnight,tonight,,,,97232,oregon,downtown,portland,,,,,,
star wars the force awakens,regal movies on tv stadium 16,,japanese restaurant,midnight,tonight,,,,97232,oregon,downtown,seattle,,,,,,
star wars the force awakens,regal movies on tv stadium 16,,japanese restaurant,midnight,tonight,,,,97232,oregon,downtown,portland,,,,,,
star wars the force awakens,regal lloyd,,japanese restaurant,midnight,tonight,,,,97232,oregon,downtown,seattle,,,,,,
race,amc lowes oak tree 6,,,4:50 pm,tomorrow,,,,,,,seattle,,,,,,
race,amc pacific place 11 theater,,,10:00 pm,tomorrow,,amc pacific place 11,,,,,seattle,,,,,,
,,,29 movies,,this weekend,,,,,,,,,,,,,
the witch,regal meridian 16,,,9:30 pm,tomorrow,,,,,,,seattle,,,,,,
the witch,regal meridian 16,,,9:30 pm,tomorrow,,,,,,,seattle,,,,,,
deadpool,carmike summit 16,,,2pm,tomorrow,,,,,al,,birmingham,,,,,,
deadpool,carmike summit 16,,,2:20,tomorrow,,,,,al,,birmingham,,,,,,
deadpool,amc pacific place 11,,,,21-mar,,,,98101,wa,,seattle,,,,,,
deadpool,amc pacific place 11,,,,21-mar,,,,98101,wa,,bellevue,,,,,,
deadpool,bellevue lincoln square cinemas,,,,21-mar,,,,98101,wa,,seattle,,,,,,
deadpool,bellevue lincoln square cinemas,,,,21-mar,,,,98101,wa,,bellevue,,,,,,
deadpool,big picture seattle,,,,21-mar,,,,98101,wa,,seattle,,,,,,
deadpool,carmike summit 16,,,around 2pm,thursday,,,,,al,,birmingham,,,,,,
deadpool,carmike summit,,,around 2pm,thursday,,,,,al,,birmingham,,,,,,
deadpool,carmike summit 16,,,2:20,thursday,,,,,al,,birmingham,,,,,,
deadpool,carmike summit,,,2:20,thursday,,,,,al,,birmingham,,,,,,
deadpool,carmike summit 16,,,2:20pm,thursday,,,,,al,,birmingham,,,,,,
eddie the eagle,century rowland plaza,,,from 4pm to 7pm,next friday,,,,94952,,,,,,,,,
eddie the eagle,century rowland plaza,,,4:20pm,next friday,,,,94952,,,,,,,,,
eddie the eagle,century rowland plaza,,,6:55pm,next friday,,,,94952,,,,,,,,,
eddie the eagle,century rowland plaza,,,4:20,next friday,,,,94952,,,,,,,,,
london has fallen,whittier village stadium cinemas,,,between noon and 4pm,next sunday,,,,90602,ca,,whittier,,,,,,
london has fallen,whittier village stadium cinemas,,,1:30pm,next sunday,,,,90602,ca,,whittier,,,,,,
london has fallen,whittier village stadium cinemas,,,between noon and 4pm,3/13,,,,90602,ca,,whittier,,,,,,
london has fallen,whittier village stadium cinemas,,,1:30pm,3/13,,,,90602,ca,,whittier,,,,,,
zootopia,ncg eastwood cinemas,,,6pm,tomorrow,,,,,michigan,,lansing,comedy,,,,,
zootopia,regal cinemas,,,6pm,tomorrow,,,,,michigan,,lansing,comedy,,,,,
zootopia,cinema lansing,,,6pm,tomorrow,,,,,michigan,,lansing,comedy,,,,,
zootopia,ncg eastwood cinemas,,,6pm,tomorrow,,,,,michigan,,lansing,comedies,,,,,
zootopia,regal cinemas,,,6pm,tomorrow,,,,,michigan,,lansing,comedies,,,,,
,big picture,,I can bring my cat to,,,,,,,,near the space needle,,,,,,,
,big picture,,I can order beer in,,,,,,,,near the space needle,,,,,,,
,cinerama,,I can bring my cat to,,,,,,,,near the space needle,,,,,,,
,cinerama,,I can order beer in,,,,,,,,near the space needle,,,,,,,
,central cinema,,I can bring my cat to,,,,,,,,near the space needle,,,,,,,
zootopia,amc elmwood palace 20,,,5pm,tomorrow,,,,70070,,,seattle,funny,,,,,
zootopia,amc elmwood palace 20,,,5:00 pm,tomorrow,,,,70070,,,seattle,funny,,,,,
zootopia,amc elmwood palace 20,,,5pm,tomorrow,,,,70070,,,seattle,comedy,,,,,
zootopia,amc elmwood palace 20,,,5:00 pm,tomorrow,,,,70070,,,seattle,comedy,,,,,
deadpool,fairview cinema,,,night,this weekend,,,,,la,,bayou vista,,,,,,
deadpool,fairview cinema,,,anytime,this weekend,,,,,la,,bayou vista,,,,,,
deadpool,fairview cinema,,,7pm,this weekend,,,,,la,,bayou vista,,,,,,
deadpool,fairview cinema,,,night,friday,,,,,la,,bayou vista,,,,,,
deadpool,fairview cinema,,,anytime,friday,,,,,la,,bayou vista,,,,,,
zootopia,shields ave,,,once or twice every hour,friday march 11,,,,,california,,manchester stadium 16,,,,,,
zootopia,maya fresno 16,,,once or twice every hour,friday march 11,,,,,california,,manchester stadium 16,,,,,,
zootopia,campus pointe dr,,,once or twice every hour,friday march 11,,,,,california,,manchester stadium 16,,,,,,
zootopia,shields ave,,,once or twice every hour,friday march 11,,,,,ca,,manchester stadium 16,,,,,,
zootopia,maya fresno 16,,,once or twice every hour,friday march 11,,,,,ca,,manchester stadium 16,,,,,,
how to be single,pacific place 11,,date,9,tonight,,amc,,98101,washington,,seattle,romance,,best,,,
how to be single,pacific place 11,,date,9,tonight,,amc,,98101,washington,,seattle,romance,,top,,,
how to be single,pacific place 11,,date,9,tonight,,amc,,98101,wa,,seattle,romance,,best,,,
how to be single,pacific place 11,,date,9,tonight,,amc,,98101,wa,,seattle,romance,,top,,,
how to be single,pacific place 11,,don't know,9,tonight,,amc,,98101,washington,,seattle,romance,,best,,,
10 cloverfield lane,Regal Pioneer Place Stadium,,,10 pm#some time close to that,thursday,,,,,oregon,,portland,,,,,,
10 cloverfield lane,Regal Lloyd Center 10,,,10 pm#some time close to that,thursday,,,,,oregon,,portland,,,,,,
10 cloverfield lane,Bagdad Theatre,,,10 pm#some time close to that,thursday,,,,,oregon,,portland,,,,,,
10 cloverfield lane,regal pioneer place stadium,,,10 pm#some time close to that,thursday,,,,,oregon,,portland,,,,,,
10 cloverfield lane,Regal Pioneer Place Stadium,,,9:50pm,thursday,,,,,oregon,,portland,,,,,,
Whiskey Tango Foxtrot,amc houma palace 10,,,night,this week,,,,,louisiana,,houma,foreign,,,,,
Whiskey Tango Foxtrot,amc houma palace 10,,,night,this week,,,,,louisiana,,Houma,foreign,,,,,
Whiskey Tango Foxtrot,amc houma palace 10,,,night,this week,,,,,louisiana,,houma,comedy,,,,,
Whiskey Tango Foxtrot,amc houma palace 10,,,night,this week,,,,,louisiana,,Houma,comedy,,,,,
Whiskey Tango Foxtrot,amc houma palace 10,,,night,this week,,,,,louisiana,,houma,adult comedy,,,,,
10 cloverfield lane,regal visalia stadium 10,,,11:20am,this weekend,,,,,california,
